DATE,PRCP,SNWD,SNOW,TMAX,TMIN
19420503,0.24,0,0,83,61
19420504,0.06,0,0,65,50
19420505,0,0,0,55,44
19420506,0.19,0,0,53,40
19420507,0.28,0,0,58,45
19420508,0.01,0,0,63,44
19420509,0.03,0,0,71,41
19420510,0,0,0,55,39
19420511,0,0,0,64,34
19420512,0.02,0,0,73,51
19420513,0,0,0,82,53
19420514,0.41,0,0,90,60
19420515,0.01,0,0,77,61
19420516,0.18,0,0,68,49
19420517,0,0,0,58,45
19420518,0,0,0,71,43
19420519,0.01,0,0,75,59
19420520,0.13,0,0,64,50
19420521,0.14,0,0,59,51
19420522,0.77,0,0,67,50
19420523,0,0,0,65,52
19420524,0.04,0,0,55,48
19420525,0,0,0,67,48
19420526,0,0,0,77,44
19420527,0,0,0,62,48
19420528,0,0,0,82,40
19420529,0,0,0,87,59
19420530,0.51,0,0,86,60
19420531,0.43,0,0,62,54
19420601,0.01,0,0,72,54
19420602,0,0,0,73,55
19420603,0.14,0,0,73,57
19420604,0.13,0,0,81,60
19420605,0,0,0,77,57
19420606,0.02,0,0,84,53
19420607,0.05,0,0,70,60
19420608,0,0,0,72,51
19420609,0,0,0,87,48
19420610,0,0,0,89,62
19420611,0,0,0,89,72
19420612,0.03,0,0,92,71
19420613,0.34,0,0,82,65
19420614,0.1,0,0,65,52
19420615,0,0,0,71,49
19420616,0.01,0,0,70,46
19420617,0.04,0,0,62,55
19420618,0,0,0,79,52
19420619,0,0,0,84,58
19420620,0,0,0,79,56
19420621,0.06,0,0,80,63
19420622,0.1,0,0,80,61
19420623,0,0,0,74,56
19420624,0,0,0,70,50
19420625,0,0,0,74,50
19420626,0,0,0,82,52
19420627,0,0,0,81,57
19420628,0,0,0,84,59
19420629,0,0,0,92,62
19420630,0,0,0,94,68
19420701,0,0,0,81,64
19420702,0,0,0,74,54
19420703,0,0,0,85,50
19420704,0,0,0,83,64
19420705,0.01,0,0,85,58
19420706,0.05,0,0,76,52
19420707,0,0,0,74,47
19420708,0,0,0,73,56
19420709,0,0,0,74,53
19420710,0.16,0,0,79,51
19420711,0,0,0,82,59
19420712,0,0,0,84,58
19420713,0,0,0,95,61
19420714,0,0,0,85,62
19420715,0,0,0,78,54
19420716,0,0,0,81,52
19420717,1.65,0,0,88,66
19420718,0.08,0,0,92,71
19420719,0.3,0,0,92,73
19420720,0.03,0,0,78,67
19420721,0,0,0,81,60
19420722,0,0,0,82,58
19420723,0,0,0,81,64
19420724,0,0,0,87,60
19420725,0,0,0,84,63
19420726,0,0,0,81,62
19420727,0,0,0,90,69
19420728,0,0,0,85,63
19420729,0.29,0,0,72,66
19420730,0,0,0,79,62
19420731,0.27,0,0,83,61
19420801,0,0,0,80,63
19420802,0.35,0,0,83,62
19420803,0,0,0,75,56
19420804,0,0,0,76,55
19420805,0,0,0,70,50
19420806,0,0,0,75,48
19420807,0,0,0,80,56
19420808,0.23,0,0,70,60
19420809,0.82,0,0,80,60
19420810,0.05,0,0,75,63
19420811,0,0,0,76,59
19420812,0,0,0,81,55
19420813,0,0,0,78,60
19420814,0,0,0,82,65
19420815,0.13,0,0,91,65
19420816,0.03,0,0,81,67
19420817,0,0,0,76,60
19420818,0,0,0,81,55
19420819,0,0,0,83,61
19420820,0,0,0,86,66
19420821,0,0,0,88,73
19420822,0.02,0,0,90,71
19420823,0,0,0,74,58
19420824,0.02,0,0,66,49
19420825,0,0,0,70,43
19420826,0,0,0,81,50
19420827,0,0,0,81,59
19420828,0.01,0,0,75,65
19420829,0,0,0,77,65
19420830,0,0,0,85,60
19420831,0,0,0,83,59
19420901,0,0,0,88,58
19420902,0,0,0,87,60
19420903,0.03,0,0,72,60
19420904,0,0,0,72,54
19420905,0,0,0,71,50
19420906,0,0,0,71,44
19420907,0,0,0,82,50
19420908,0.42,0,0,72,63
19420909,0.53,0,0,83,65
19420910,0.05,0,0,75,60
19420911,0.01,0,0,71,57
19420912,0.03,0,0,82,53
19420913,0,0,0,73,54
19420914,0.01,0,0,79,54
19420915,0,0,0,90,68
19420916,0.17,0,0,83,67
19420917,0,0,0,90,65
19420918,0,0,0,87,66
19420919,0.5,0,0,86,67
19420920,0,0,0,69,46
19420921,0,0,0,61,42
19420922,0.02,0,0,71,40
19420923,0,0,0,66,40
19420924,0.12,0,0,62,47
19420925,0,0,0,53,44
19420926,0.17,0,0,77,46
19420927,0.66,0,0,64,41
19420928,0,0,0,50,36
19420929,0,0,0,59,31
19420930,0,0,0,62,37
19421001,0,0,0,69,51
19421002,0,0,0,58,43
19421003,0,0,0,72,38
19421004,0.18,0,0,64,54
19421005,0.16,0,0,70,54
19421006,0.06,0,0,54,44
19421007,0,0,0,68,44
19421008,0,0,0,79,44
19421009,0,0,0,64,45
19421010,0,0,0,62,37
19421011,0,0,0,68,37
19421012,0,0,0,56,42
19421013,0,0,0,66,38
19421014,0,0,0,63,49
19421015,0,0,0,66,56
19421016,0.79,0,0,59,53
19421017,0.89,0,0,58,53
19421018,0,0,0,60,41
19421019,0,0,0,52,39
19421020,0,0,0,57,41
19421021,0.1,0,0,69,41
19421022,0.04,0,0,59,49
19421023,0,0,0,51,41
19421024,0,0,0,54,37
19421025,0,0,0,63,38
19421026,0.43,0,0,53,30
19421027,0,0,0,41,29
19421028,0,0,0,52,32
19421029,0,0,0,67,35
19421030,0,0,0,72,50
19421031,0.57,0,0,66,52
19421101,0.61,0,0,51,39
19421102,0.01,0,0,52,40
19421103,0.02,0,0,46,35
19421104,0,0,0,44,31
19421105,0.02,0,0,57,30
19421106,0.03,0,0,51,35
19421107,0,0,0,51,30
19421108,0,0,0,49,30
19421109,0.2,0,0,56,28
19421110,0.32,0,0,60,35
19421111,0.12,0,1.8,38,29
19421112,0.29,0,0,39,28
19421113,0.05,0,0.3,41,21
19421114,0,0,0,27,16
19421115,0,0,0,51,16
19421116,0,0,0,64,43
19421117,0.18,0,0,58,46
19421118,0.17,0,0,57,41
19421119,0,0,0,61,31
19421120,0.57,0,0,69,43
19421121,0.35,0,0,43,28
19421122,0,0,0,37,24
19421123,0,0,0,42,23
19421124,0.15,0,0,48,37
19421125,0.04,0,0,44,40
19421126,0,0,0,56,33
19421127,0.03,0,0.3,33,25
19421128,0,0,0,32,25
19421129,0.24,3,3.1,33,30
19421130,0,1,0,36,25
19421201,0.32,0,0,39,26
19421202,0.35,2,2,34,16
19421203,0.05,3,0.8,28,18
19421204,0,2,0,28,17
19421205,0,2,0,32,25
19421206,0,1,0,32,25
19421207,0,0,0,32,22
19421208,0,0,0,32,19
19421209,0,0,0,36,21
19421210,0,0,0,37,23
19421211,0.01,0,0,38,31
19421212,0,0,0,34,22
19421213,0.18,1,1.8,26,13
19421214,0.04,2,0.6,26,7
19421215,0.04,3,0.6,30,24
19421216,0.03,3,0.3,24,-1
19421217,0.09,5,1.8,26,7
19421218,0.12,7,2.1,23,14
19421219,0.2,9,2.3,14,-3
19421220,0.01,9,0.1,3,-16
19421221,0.01,9,0.1,23,1
19421222,0.14,8,0,38,9
19421223,0.06,4,0,36,33
19421224,0,3,0,34,32
19421225,0,2,0,35,26
19421226,0,2,0,26,19
19421227,0.78,1,0,38,24
19421228,0.57,0,0,37,32
19421229,0.42,0,0,41,33
19421230,0.89,4,3.7,37,24
19421231,0.17,6,2.3,28,22
19430101,0,5,0,34,14
19430102,0.03,5,0.5,28,14
19430103,0.26,5,3,24,17
19430104,0.78,15,7.1,23,13
19430105,0.1,16,1,20,9
19430106,0.03,16,0.3,24,13
19430107,0,16,0,21,-4
19430108,0.02,16,0.1,19,-4
19430109,0,16,0,20,-6
19430110,0,15,0,33,10
19430111,0.02,14,0.2,32,28
19430112,0.06,15,0.9,31,15
19430113,0.01,15,0.1,23,7
19430114,0,15,0,35,8
19430115,0.03,14,0.2,38,17
19430116,0.17,10,1.5,40,18
19430117,0,9,0,26,23
19430118,0.2,9,0.1,27,23
19430119,0.08,10,0.9,34,4
19430120,0.02,10,0.1,13,3
19430121,0.07,10,0.6,12,-3
19430122,0,10,0,10,-3
19430123,0,10,0,36,7
19430124,0,10,0,42,22
19430125,0,8,0,46,28
19430126,0,6,0,28,19
19430127,0,6,0,25,13
19430128,0,6,0,26,17
19430129,0,5,0,30,17
19430130,0.06,5,0.6,34,21
19430131,0.12,5,0,43,32
19430201,0.06,5,0.4,37,23
19430202,0.01,5,0.2,25,13
19430203,0,5,0,35,12
19430204,0.14,4,0,48,35
19430205,0,2,0,42,30
19430206,0.15,1,0,41,29
19430207,0.23,3,2.6,35,26
19430208,0.01,4,0.2,30,24
19430209,0,3,0,33,17
19430210,0.09,2,0,46,18
19430211,0.01,2,0.1,39,12
19430212,0.01,2,0.1,25,12
19430213,0.27,4,4.2,26,13
19430214,0.43,10,4.9,17,-12
19430215,0.02,11,0.2,4,-14
19430216,0.05,12,0.3,17,4
19430217,0.03,12,0.3,22,10
19430218,0.02,12,0.2,29,-1
19430219,0,11,0,48,26
19430220,0,3,0,0,36
19430221,0,1,0,42,30
19430222,0,0,0,53,26
19430223,0,0,0,59,34
19430224,0.23,0,0,50,26
19430225,0,0,0,26,14
19430226,0.17,3,2.8,35,16
19430227,0.02,3,0.2,29,20
19430228,0.1,4,0.9,37,19
19430301,0.02,4,0.2,37,10
19430302,0.06,4,0.6,20,10
19430303,0.14,8,3.2,12,0
19430304,0,7,0,28,-3
19430305,0,7,0,32,19
19430306,0.6,11,4.2,38,18
19430307,0.01,11,0.1,19,6
19430308,0.01,11,0.1,16,-1
19430309,0,11,0,30,-3
19430310,0,7,0,45,30
19430311,0.28,6,2.1,45,31
19430312,0.02,5,0.2,40,23
19430313,0,3,0,39,28
19430314,0,2,0,44,27
19430315,0,1,0,54,29
19430316,0.35,0,0,61,30
19430317,0.01,0,0,56,34
19430318,0,0,0,44,29
19430319,0.24,0,0,40,27
19430320,0,0,0,47,29
19430321,0,0,0,36,27
19430322,0,0,0,37,26
19430323,0,0,0,42,24
19430324,0,0,0,52,31
19430325,0,0,0,55,33
19430326,0.09,0,0,65,41
19430327,0,0,0,45,27
19430328,0,0,0,31,23
19430329,0,0,0,40,20
19430330,0.76,0,0,48,34
19430331,0,0,0,73,39
19430401,0.07,0,0,61,40
19430402,0.25,0,0,40,28
19430403,0,0,0,34,22
19430404,0.04,0,0,41,22
19430405,0.01,0,0,42,22
19430406,0,0,0,28,17
19430407,0,0,0,39,18
19430408,0,0,0,44,31
19430409,0,0,0,53,28
19430410,0,0,0,40,29
19430411,0,0,0,41,23
19430412,0.32,0,0,45,30
19430413,0.13,0,0,41,29
19430414,0.05,0,0.2,31,23
19430415,0.01,0,0.1,32,22
19430416,0.16,1,0.8,42,22
19430417,0,0,0,42,29
19430418,0,0,0,50,25
19430419,1.91,0,0,40,35
19430420,0.08,0,0,50,33
19430421,0,0,0,41,36
19430422,0.01,0,0,60,36
19430423,0,0,0,67,34
19430424,0,0,0,71,40
19430425,0.1,0,0,60,46
19430426,0,0,0,55,38
19430427,0.78,0,0,52,38
19430428,0,0,0,55,39
19430429,0,0,0,60,35
19430430,0.89,0,0,53,33
19430501,0,0,0,48,30
19430502,0.17,0,0,57,32
19430503,0.06,0,0,52,42
19430504,0,0,0,60,41
19430505,0,0,0,67,36
19430506,0.08,0,0,82,53
19430507,0.04,0,0,69,54
19430508,0.84,0,0,54,43
19430509,0,0,0,63,38
19430510,0.21,0,0,56,47
19430511,0.78,0,0,64,51
19430512,0.04,0,0,62,48
19430513,0,0,0,52,40
19430514,0,0,0,61,32
19430515,0.02,0,0,65,37
19430516,0,0,0,74,55
19430517,0.09,0,0,69,55
19430518,0.4,0,0,60,47
19430519,0.13,0,0,55,48
19430520,0.02,0,0,71,48
19430521,0.81,0,0,65,47
19430522,0,0,0,73,49
19430523,0,0,0,82,52
19430524,0.02,0,0,71,57
19430525,1.74,0,0,66,57
19430526,0,0,0,72,57
19430527,0,0,0,64,54
19430528,0,0,0,69,52
19430529,0,0,0,71,52
19430530,0,0,0,75,51
19430531,0,0,0,79,55
19430601,0.33,0,0,81,65
19430602,1.31,0,0,80,65
19430603,0.35,0,0,84,70
19430604,0,0,0,92,72
19430605,0,0,0,75,55
19430606,0.05,0,0,64,52
19430607,0.37,0,0,60,46
19430608,0,0,0,70,46
19430609,0,0,0,72,52
19430610,0,0,0,76,54
19430611,0,0,0,74,52
19430612,0,0,0,90,55
19430613,0.25,0,0,82,62
19430614,0,0,0,81,56
19430615,0.39,0,0,90,68
19430616,0,0,0,75,65
19430617,0.87,0,0,81,64
19430618,0,0,0,79,59
19430619,0,0,0,86,63
19430620,0,0,0,87,69
19430621,0,0,0,86,66
19430622,0,0,0,88,67
19430623,0,0,0,80,61
19430624,0,0,0,87,60
19430625,0,0,0,94,64
19430626,0.1,0,0,92,68
19430627,0,0,0,92,71
19430628,0.13,0,0,90,67
19430629,0,0,0,76,52
19430630,0.07,0,0,66,49
19430701,0,0,0,72,45
19430702,0,0,0,82,48
19430703,0,0,0,82,58
19430704,0.41,0,0,73,65
19430705,0.09,0,0,79,66
19430706,0,0,0,71,61
19430707,0,0,0,84,56
19430708,0,0,0,84,63
19430709,0,0,0,86,60
19430710,0,0,0,89,61
19430711,0.02,0,0,86,69
19430712,0,0,0,91,68
19430713,0.46,0,0,82,68
19430714,0.35,0,0,88,67
19430715,0,0,0,84,63
19430716,0,0,0,82,59
19430717,0,0,0,84,62
19430718,0,0,0,86,62
19430719,0,0,0,82,58
19430720,0.01,0,0,88,62
19430721,0.97,0,0,84,57
19430722,0.03,0,0,72,61
19430723,0,0,0,81,57
19430724,0,0,0,83,62
19430725,0,0,0,85,66
19430726,0,0,0,85,61
19430727,0.02,0,0,88,64
19430728,0,0,0,81,60
19430729,0.54,0,0,79,63
19430730,0,0,0,82,58
19430731,0,0,0,87,62
19430801,0,0,0,89,62
19430802,0,0,0,91,69
19430803,0.52,0,0,76,69
19430804,0.47,0,0,74,61
19430805,0,0,0,77,61
19430806,0,0,0,75,56
19430807,0.01,0,0,77,52
19430808,0,0,0,76,60
19430809,0.22,0,0,85,58
19430810,0,0,0,72,62
19430811,0,0,0,87,60
19430812,0.06,0,0,86,66
19430813,0.35,0,0,89,70
19430814,0,0,0,82,65
19430815,0,0,0,78,60
19430816,0.89,0,0,74,61
19430817,0,0,0,65,56
19430818,0,0,0,70,56
19430819,0,0,0,74,50
19430820,0,0,0,78,53
19430821,0,0,0,76,57
19430822,0,0,0,86,59
19430823,0.02,0,0,90,63
19430824,0.17,0,0,77,62
19430825,0,0,0,83,58
19430826,0,0,0,67,53
19430827,0.54,0,0,58,52
19430828,0,0,0,69,51
19430829,0,0,0,79,48
19430830,0,0,0,80,54
19430831,0.06,0,0,84,57
19430901,0.15,0,0,93,68
19430902,0,0,0,79,64
19430903,0,0,0,79,58
19430904,0,0,0,83,64
19430905,0.29,0,0,77,69
19430906,0,0,0,89,70
19430907,0.01,0,0,74,58
19430908,0.02,0,0,79,57
19430909,0.01,0,0,62,48
19430910,0.03,0,0,68,46
19430911,0.03,0,0,61,44
19430912,0,0,0,59,38
19430913,0,0,0,75,36
19430914,0,0,0,82,50
19430915,0,0,0,76,57
19430916,0.79,0,0,69,51
19430917,0.03,0,0,56,49
19430918,0,0,0,64,43
19430919,0,0,0,76,41
19430920,0,0,0,76,52
19430921,0,0,0,64,48
19430922,0,0,0,78,48
19430923,0,0,0,64,48
19430924,0.42,0,0,50,41
19430925,0.04,0,0,54,37
19430926,0,0,0,57,34
19430927,0,0,0,72,45
19430928,0,0,0,77,49
19430929,0,0,0,65,46
19430930,0,0,0,74,48
19431001,0.03,0,0,71,53
19431002,0.11,0,0,63,52
19431003,0,0,0,52,43
19431004,0,0,0,54,42
19431005,0,0,0,55,35
19431006,0,0,0,68,34
19431007,0,0,0,76,48
19431008,0,0,0,76,46
19431009,0,0,0,73,45
19431010,0,0,0,52,33
19431011,0,0,0,70,31
19431012,0,0,0,78,45
19431013,0,0,0,78,45
19431014,0,0,0,65,48
19431015,1.03,0,0,54,38
19431016,0.4,0,0,58,47
19431017,0.06,0,0,47,38
19431018,0.12,0,0,44,35
19431019,0.02,0,0,43,35
19431020,0,0,0,51,33
19431021,0,0,0,58,32
19431022,0,0,0,48,36
19431023,0.24,0,0,50,39
19431024,0.08,0,0,44,37
19431025,0,0,0,46,33
19431026,1.26,0,0,45,38
19431027,0.11,0,0,50,42
19431028,1.04,0,0,46,44
19431029,0.01,0,0,58,44
19431030,0,0,0,50,38
19431031,0,0,0,49,34
19431101,0,0,0,71,35
19431102,0.14,0,0,54,42
19431103,0.01,0,0,47,40
19431104,0,0,0,47,38
19431105,0,0,0,50,37
19431106,0,0,0,52,40
19431107,0,0,0,69,42
19431108,0.54,0,0,68,43
19431109,0,0,0,43,33
19431110,0,0,0,40,33
19431111,0.39,2,3.3,34,25
19431112,0,1,0,36,22
19431113,0.06,0,0.2,35,28
19431114,0,0,0,34,26
19431115,0.12,0,0.4,36,30
19431116,0.06,1,0.6,32,17
19431117,0,1,0,32,20
19431118,0,0,0,45,30
19431119,0,0,0,50,34
19431120,0,0,0,44,28
19431121,0.45,0,0.2,40,28
19431122,0.01,0,0,33,28
19431123,0,0,0,36,27
19431124,0,0,0,45,29
19431125,0,0,0,52,31
19431126,0,0,0,55,32
19431127,0.08,0,0,41,28
19431128,0,0,0,28,22
19431129,0,0,0,32,19
19431130,0.05,1,0.5,34,21
19431201,0,0,0,44,30
19431202,0,0,0,46,36
19431203,0,0,0,38,26
19431204,0,0,0,47,25
19431205,0,0,0,38,28
19431206,0.21,0,0,42,29
19431207,0,0,0,36,26
19431208,0,0,0,45,30
19431209,0,0,0,45,34
19431210,0.01,0,0.2,40,18
19431211,0.02,1,0.5,22,6
19431212,0.01,0,0.1,36,9
19431213,0,0,0.1,17,6
19431214,0.04,1,0.7,20,6
19431215,0,1,0,21,-4
19431216,0.02,1,0.5,22,12
19431217,0,0,0,30,22
19431218,0,0,0,30,27
19431219,0,0,0,40,30
19431220,0.05,1,0.7,36,24
19431221,0.05,1,0.5,35,17
19431222,0.07,2,1,19,9
19431223,0.02,1,0.3,12,0
19431224,0.01,1,0.2,27,3
19431225,0,1,0,36,14
19431226,0.23,0,0,40,13
19431227,0.01,0,0,39,30
19431228,0,0,0,30,14
19431229,0.02,0,0.3,18,7
19431230,0,0,0,32,7
19431231,0,0,0,33,20
19440101,0,0,0,33,26
19440102,0,0,0,36,25
19440103,0,0,0,35,22
19440104,0,0,0,32,18
19440105,0.05,0,0,41,18
19440106,0.03,0,0,38,24
19440107,0.01,0,0.2,26,10
19440108,0.03,0,0.4,14,4
19440109,0.01,1,0.1,24,12
19440110,0,1,0,29,17
19440111,0,0,0,40,15
19440112,0,0,0,26,17
19440113,0.01,0,0.1,27,20
19440114,0,0,0,34,23
19440115,0,0,0,34,19
19440116,0,0,0,25,13
19440117,0,0,0,34,11
19440118,0,0,0,37,13
19440119,0.06,0,0,43,24
19440120,0.04,0,0.3,42,30
19440121,0,0,0,40,34
19440122,0.01,0,0,44,33
19440123,0.12,0,0.3,37,25
19440124,0,0,0,36,20
19440125,0,0,0,48,21
19440126,0.26,0,0,58,46
19440127,0.13,0,0,51,38
19440128,0.11,0,0.2,38,32
19440129,0.01,0,0.1,38,27
19440130,0,0,0,28,20
19440131,0.3,2,2.3,34,20
19440201,0.05,3,0.5,22,8
19440202,0,2,0,31,20
19440203,0.04,2,0.4,34,23
19440204,0.01,2,0.1,34,23
19440205,0,0,0,50,26
19440206,0,0,0,45,18
19440207,0.2,2,2,31,6
19440208,0.01,2,0.1,18,6
19440209,0,1,0,35,9
19440210,0,1,0,21,12
19440211,0.61,5,6.8,19,10
19440212,0.49,11,4.6,19,9
19440213,0,11,0,24,3
19440214,0.16,11,1.6,32,6
19440215,0.09,12,0.9,29,17
19440216,0,11,0,32,7
19440217,0.19,10,1,40,12
19440218,0.15,10,1.5,33,1
19440219,0,10,0,24,-7
19440220,0,8,0,39,2
19440221,0,7,0,40,26
19440222,0.53,4,0.5,37,26
19440223,0.24,3,0.9,37,32
19440224,0,2,0,38,23
19440225,0,2,0,39,19
19440226,0.13,1,0,39,28
19440227,0,0,0,42,33
19440228,0,0,0,33,27
19440229,0.01,0,0.1,27,22
19440301,0,0,0,22,16
19440302,0,0,0,26,10
19440303,0.33,3,3.3,33,22
19440304,0,3,0,24,8
19440305,0,3,0,29,-4
19440306,0.12,2,0,40,1
19440307,0,1,0.1,39,25
19440308,0.02,1,0.2,28,18
19440309,0.01,1,0.1,23,14
19440310,0,1,0,26,10
19440311,0,1,0,53,14
19440312,0,0,0,55,35
19440313,0,0,0,40,24
19440314,0,0,0,30,24
19440315,0.48,0,0,33,26
19440316,0.2,0,0,49,30
19440317,0.01,0,0.1,45,31
19440318,0,0,0,33,13
19440319,0.04,0,0.4,22,11
19440320,0.23,2,2.3,32,18
19440321,0,1,0,34,20
19440322,0,0,0,41,19
19440323,0.31,0,0.2,44,34
19440324,0,0,0,50,34
19440325,0.04,0,0.1,67,33
19440326,0.04,0,0.4,45,30
19440327,0.04,0,0.2,51,30
19440328,0,0,0,40,30
19440329,0.22,0,0.2,40,29
19440330,0.03,0,0,48,29
19440331,0,0,0,35,28
19440401,0.02,0,0,50,29
19440402,0,0,0,36,25
19440403,0,0,0,36,24
19440404,0.01,0,0.1,35,21
19440405,0.02,0,0.2,31,21
19440406,0,0,0,46,26
19440407,0,0,0,48,33
19440408,0.15,0,0,45,33
19440409,0.66,0,0,63,31
19440410,0.54,0,0,54,35
19440411,0.44,0,0.4,40,34
19440412,1.33,2,2.5,41,32
19440413,0,0,0,43,27
19440414,0,0,0,40,25
19440415,0,0,0,39,32
19440416,0.26,0,0,36,33
19440417,0,0,0,48,34
19440418,0,0,0,54,29
19440419,0,0,0,59,29
19440420,0,0,0,59,30
19440421,0.31,0,0,46,39
19440422,0,0,0,52,34
19440423,0.65,0,0,48,42
19440424,0.33,0,0,60,43
19440425,0.11,0,0,51,44
19440426,0.07,0,0,46,40
19440427,0,0,0,49,35
19440428,0,0,0,54,34
19440429,0,0,0,67,32
19440430,0,0,0,72,38
19440501,0,0,0,75,48
19440502,0,0,0,78,56
19440503,0,0,0,91,60
19440504,0.02,0,0,83,59
19440505,0.17,0,0,75,56
19440506,0.74,0,0,65,46
19440507,0.2,0,0,52,42
19440508,0,0,0,63,36
19440509,0.14,0,0,65,48
19440510,0.1,0,0,64,47
19440511,0,0,0,68,43
19440512,0,0,0,75,52
19440513,0.03,0,0,82,57
19440514,0,0,0,70,50
19440515,0,0,0,74,53
19440516,0.19,0,0,68,52
19440517,0.01,0,0,78,53
19440518,0,0,0,60,38
19440519,0,0,0,58,36
19440520,0,0,0,67,43
19440521,0,0,0,80,42
19440522,0.78,0,0,68,55
19440523,0,0,0,77,55
19440524,0.25,0,0,73,61
19440525,0,0,0,82,61
19440526,0,0,0,90,65
19440527,0,0,0,82,63
19440528,0,0,0,82,54
19440529,0,0,0,84,54
19440530,0,0,0,89,60
19440531,0.01,0,0,91,61
19440601,0.05,0,0,76,64
19440602,0.23,0,0,87,62
19440603,0.01,0,0,68,52
19440604,0,0,0,77,48
19440605,0,0,0,88,58
19440606,0,0,0,75,57
19440607,0,0,0,59,46
19440608,0,0,0,71,45
19440609,0.07,0,0,74,45
19440610,1.27,0,0,58,49
19440611,0,0,0,78,47
19440612,0,0,0,77,56
19440613,0,0,0,72,54
19440614,0.37,0,0,64,58
19440615,0.23,0,0,85,62
19440616,0.56,0,0,85,66
19440617,0,0,0,81,64
19440618,0.07,0,0,64,55
19440619,0.36,0,0,82,57
19440620,0.01,0,0,62,55
19440621,0,0,0,77,57
19440622,0,0,0,84,59
19440623,0.07,0,0,81,64
19440624,0.11,0,0,68,60
19440625,0.01,0,0,77,62
19440626,0,0,0,83,59
19440627,0,0,0,96,62
19440628,0,0,0,98,70
19440629,0,0,0,82,64
19440630,0,0,0,77,59
19440701,0,0,0,83,53
19440702,0,0,0,81,57
19440703,0,0,0,83,55
19440704,0,0,0,87,58
19440705,0,0,0,89,58
19440706,0,0,0,86,61
19440707,0,0,0,92,64
19440708,0,0,0,91,66
19440709,0,0,0,93,70
19440710,0.01,0,0,88,70
19440711,0,0,0,93,68
19440712,0.31,0,0,86,68
19440713,0,0,0,78,56
19440714,0,0,0,80,54
19440715,0,0,0,88,58
19440716,0,0,0,80,63
19440717,0,0,0,77,53
19440718,0,0,0,82,55
19440719,0.09,0,0,82,62
19440720,0.82,0,0,82,62
19440721,0,0,0,72,58
19440722,0,0,0,82,60
19440723,0,0,0,89,60
19440724,0.01,0,0,81,64
19440725,0,0,0,83,60
19440726,0.15,0,0,84,59
19440727,0.26,0,0,83,66
19440728,0.13,0,0,90,62
19440729,0,0,0,84,64
19440730,0,0,0,82,62
19440731,0,0,0,85,58
19440801,0,0,0,93,61
19440802,0,0,0,96,71
19440803,0,0,0,92,66
19440804,0,0,0,98,71
19440805,0.06,0,0,86,72
19440806,0,0,0,75,65
19440807,0,0,0,77,63
19440808,0,0,0,84,55
19440809,0,0,0,90,58
19440810,0,0,0,95,64
19440811,0,0,0,97,71
19440812,0.23,0,0,90,72
19440813,0,0,0,90,66
19440814,0,0,0,94,72
19440815,0.02,0,0,95,71
19440816,0.12,0,0,92,71
19440817,1.44,0,0,80,66
19440818,0,0,0,75,57
19440819,0,0,0,71,53
19440820,0,0,0,85,50
19440821,0,0,0,85,61
19440822,0,0,0,85,63
19440823,0.24,0,0,75,56
19440824,0.01,0,0,69,51
19440825,0,0,0,73,48
19440826,0,0,0,74,47
19440827,0,0,0,80,45
19440828,0.46,0,0,67,56
19440829,0.11,0,0,72,57
19440830,0.01,0,0,79,57
19440831,0.01,0,0,85,61
19440901,0,0,0,84,66
19440902,0.01,0,0,83,63
19440903,0,0,0,78,58
19440904,0.2,0,0,76,58
19440905,0.1,0,0,72,58
19440906,0.07,0,0,78,56
19440907,0.1,0,0,64,51
19440908,0,0,0,60,52
19440909,0.02,0,0,65,47
19440910,0,0,0,76,44
19440911,0,0,0,84,49
19440912,0.2,0,0,64,56
19440913,0.14,0,0,77,58
19440914,0.06,0,0,67,59
19440915,0.09,0,0,74,59
19440916,0,0,0,74,56
19440917,0,0,0,83,52
19440918,0.02,0,0,80,59
19440919,0.2,0,0,84,64
19440920,0,0,0,88,64
19440921,0.08,0,0,81,54
19440922,0,0,0,65,49
19440923,0,0,0,56,37
19440924,0,0,0,66,35
19440925,0,0,0,68,44
19440926,0.01,0,0,66,52
19440927,0.03,0,0,75,52
19440928,0.57,0,0,66,50
19440929,0,0,0,57,40
19440930,0,0,0,66,35
19441001,0,0,0,66,43
19441002,0.02,0,0,55,42
19441003,0,0,0,56,37
19441004,0,0,0,68,34
19441005,0,0,0,76,44
19441006,0,0,0,79,59
19441007,0,0,0,74,50
19441008,0.04,0,0,62,49
19441009,0.05,0,0,57,48
19441010,0,0,0,60,47
19441011,0,0,0,56,43
19441012,0,0,0,63,41
19441013,0,0,0,73,40
19441014,0.14,0,0,63,39
19441015,0,0,0,49,33
19441016,0,0,0,58,31
19441017,0,0,0,67,37
19441018,0,0,0,72,41
19441019,0,0,0,62,32
19441020,0,0,0,48,30
19441021,0.63,0,0,50,39
19441022,0,0,0,50,32
19441023,0,0,0,61,32
19441024,0.23,0,0,55,44
19441025,0,0,0,70,40
19441026,0.06,0,0,48,35
19441027,0,0,0,44,28
19441028,0,0,0,54,26
19441029,0,0,0,44,36
19441030,0,0,0,45,36
19441031,0,0,0,71,36
19441101,0,0,0,76,50
19441102,0.01,0,0,75,54
19441103,0,0,0,74,52
19441104,0.16,0,0,58,44
19441105,0.07,0,0.2,44,30
19441106,0.01,0,0.1,38,28
19441107,0.04,0,0,47,27
19441108,0.14,0,0,46,41
19441109,0.04,0,0,60,43
19441110,0.06,0,0,57,41
